Ship type,Reporting Period,Technical efficiency,tech_eff_name,tech_eff,Port of Registry,Home Port,Total fuel consumption [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],Annual Total time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],C02 emissions per hour,C02 emissions per fuel consumption,EEOI_Index
Ro-pax ship,2018,EIV (5.45 gCO₂/t·nm),EIV,5.45,Napoli,,13199.72,41261.75,39157.21,0.0,0.0,2104.55,3409.48,205.22,,641.49,,12.102065417600338,3.1259564596824783,36.64
Ro-pax ship,2018,EIV (7.76 gCO₂/t·nm),EIV,7.76,Livorno,,6636.79,20905.97,18100.53,0.0,0.0,2805.44,3601.52,138.22,,435.38,,5.804762988960217,3.1500122800329677,37.49
Ro-pax ship,2018,EIV (42.84 gCO₂/t·nm),EIV,42.84,RETHYMNO 6,,8394.11,26451.1,25237.03,0.0,0.0,1299.11,6058.58,94.96,,299.23,,4.3658910173671055,3.15115003258237,161.48
Ro-pax ship,2018,EIV (3.69 gCO₂/t·nm),EIV,3.69,Genova,,14582.88,45425.95,45260.03,0.0,0.0,171.05,4567.48,192.52,,599.7,,9.945517002811178,3.115019118308592,908.01
Ro-pax ship,2018,EIV (3.84 gCO₂/t·nm),EIV,3.84,Genova,,16024.4,49905.96,49770.2,0.0,0.0,142.18,4838.83,196.67,,612.5,,10.313641934103906,3.1143730810513968,819.09
Ro-pax ship,2018,EIV (15 gCO₂/t·nm),EIV,15.0,Mariehamn,Mariehamn,15410.0,48556.91,45300.0,0.0,0.0,3240.0,6331.0,155.34,,489.49,,7.669706207550151,3.1510000000000002,360.58
Ro-pax ship,2018,EIV (3.76 gCO₂/t·nm),EIV,3.76,Napoli,,9927.42,31282.95,10010.51,9061.38,8337.31,3873.76,4322.5,169.68,,534.68,,7.237235396182765,3.151166164018446,164.49
Ro-pax ship,2018,EIV (39.97 gCO₂/t·nm),EIV,39.97,Napoli,Napoli,10133.76,31830.98,27664.0,0.0,0.0,4167.0,3264.0,199.08,,625.31,,9.752138480392157,3.1410828754578755,142.97
Ro-pax ship,2018,EIV (16.84 gCO₂/t·nm),EIV,16.84,Nassau,,7286.06,22960.07,21557.37,0.0,0.0,1402.73,5739.26,104.42,,329.05,,4.00052794262675,3.1512326277851126,115.64
Ro-pax ship,2018,EIV (36.93 gCO₂/t·nm),EIV,36.93,LIMASSOL,LAS PALMAS,6341.72,19850.94,15537.65,541.49,571.76,3200.04,2946.68,133.52,,417.95,,6.7367138610232535,3.13021388519203,361.94
Ro-pax ship,2018,EIV (16 gCO₂/t·nm),EIV,16.0,Mariehamn,Mariehamn,17224.0,54272.82,51900.0,0.0,0.0,2250.0,7368.0,149.77,,471.94,,7.366017915309446,3.150999767765908,406.79
Ro-pax ship,2018,EIV (21.46 gCO₂/t·nm),EIV,21.46,Piraeus,,10432.92,32942.22,28960.12,0.0,0.0,3982.1,3347.8,172.79,,545.6,,9.839960571121333,3.15752636845677,112.48
Ro-pax ship,2018,EIV (58 gCO₂/t·nm),EIV,58.0,Trelleborg,,11756.46,37045.64,34263.44,0.0,0.0,2782.21,6179.0,139.34,,439.09,,5.995410260559961,3.1510879975775024,99.96
Ro-pax ship,2018,EIV (58 gCO₂/t·nm),EIV,58.0,Rostock,,12790.99,40305.93,38648.6,0.0,0.0,1657.33,6345.0,143.1,,450.91,,6.35239243498818,3.1511188735195637,102.58
Ro-pax ship,2018,EIV (29.78 gCO₂/t·nm),EIV,29.78,Piraeus,,8906.3,28093.2,25326.86,0.0,0.0,2624.54,2375.26,186.21,,587.35,,11.82742099812231,3.154306502138936,532.22
Ro-pax ship,2018,EIV (22.22 gCO₂/t·nm),EIV,22.22,Catania,Catania,2652.39,8503.56,5438.04,0.0,0.0,3065.52,2203.3,81.24,,260.45,,3.8594653474333946,3.2059991177767975,564.24
Ro-pax ship,2018,EIV (36.69 gCO₂/t·nm),EIV,36.69,Morlaix,Saint-Malo,9665.0,30985.99,22875.0,0.0,0.0,8107.0,4545.0,145.93,,467.84,,6.817599559955996,3.206,495.44
Ro-pax ship,2018,EIV (40.62 gCO₂/t·nm),EIV,40.62,Napoli,Napoli,17597.02,55177.4,13906.0,18759.0,19568.0,2945.0,5598.0,186.58,,585.05,,9.856627366916756,3.1356104613167455,123.71
Ro-pax ship,2018,EIV (28.01 gCO₂/t·nm),EIV,28.01,Piraeus,,7353.73,23199.53,19583.03,0.0,0.0,3616.5,2562.51,153.31,,483.66,,9.05343979145447,3.1547976333098986,398.66
Ro-pax ship,2018,EIV (18 gCO₂/t·nm),EIV,18.0,Stockholm,Stockholm,7900.0,24892.9,21900.0,0.0,0.0,2980.0,6846.0,129.3,,407.41,,3.636123283669296,3.1510000000000002,975.31
Ro-pax ship,2018,EIV (14.06 gCO₂/t·nm),EIV,14.06,Nassau,,5270.67,16641.02,14346.82,0.0,0.0,2294.17,4621.83,85.48,,269.87,,3.6005261984971324,3.157287403688715,60.23
Ro-pax ship,2018,EIV (39.79 gCO₂/t·nm),EIV,39.79,,,8576.93,26822.08,24369.86,0.0,0.0,2451.0,4458.5,130.41,,407.82,,6.015942581585736,3.1272355026798633,512.96
Ro-pax ship,2018,EIV (25.82 gCO₂/t·nm),EIV,25.82,Piraeus,,5345.74,16906.75,14909.09,0.0,0.0,2016.15,2783.1,109.78,,347.21,,6.074790701016852,3.1626584906860415,641.14
Ro-pax ship,2018,EIV (17 gCO₂/t·nm),EIV,17.0,Mariehamn,Mariehamn,15809.0,49814.16,47200.0,0.0,0.0,2680.0,6175.0,162.14,,510.91,,8.06707044534413,3.151000063255108,422.83
Ro-pax ship,2018,EIV (26.4 gCO₂/t·nm),EIV,26.4,Limassol,,11273.6,35154.14,30005.31,0.0,3242.43,1906.44,3684.98,171.61,,535.14,,9.539845535118237,3.1182710048254325,155.66
Ro-pax ship,2018,EIV (30.94 gCO₂/t·nm),EIV,30.94,Caen,,16120.0,50257.57,46917.0,0.0,0.0,3343.0,6531.0,166.05,,517.69,,7.695233501760833,3.1177152605459058,285.17
Ro-pax ship,2018,EIV (62.4 gCO₂/t·nm),EIV,62.4,Limassol,,16447.0,52117.83,46936.94,0.0,0.0,5180.9,5204.0,204.42,,647.76,,10.014955803228286,3.1688350459050283,385.52
Ro-pax ship,2018,EIV (23.9 gCO₂/t·nm),EIV,23.9,Palermo,,11341.81,35760.56,32354.86,100.07,88.38,3217.22,4107.0,166.2,,524.02,,8.707221816411005,3.1529852818906328,78.39
Ro-pax ship,2018,EIV (15.27 gCO₂/t·nm),EIV,15.27,Malmö,Malmö,12549.0,39602.34,36501.0,0.0,0.0,3090.0,5915.0,140.56,,443.58,,6.695239222316145,3.155816399713124,122.07
Ro-pax ship,2018,EIV (23.9 gCO₂/t·nm),EIV,23.9,Palermo,,12297.26,38766.35,35489.17,0.0,0.0,3277.17,4362.42,158.19,,498.68,,8.886432301337331,3.152438022779058,86.72
Ro-pax ship,2018,EIV (59.35 gCO₂/t·nm),EIV,59.35,Nassau,,9097.0,28774.12,26122.99,0.0,0.0,2651.13,4666.62,139.55,,441.42,,6.165944516588023,3.163033967241948,129.7
Ro-pax ship,2018,EIV (65.2 gCO₂/t·nm),EIV,65.2,Limassol,,11005.0,35276.15,30810.91,0.0,0.0,4465.24,3178.0,223.86,,717.57,,11.10011013215859,3.205465697410268,481.01
Ro-pax ship,2018,EIV (30.54 gCO₂/t·nm),EIV,30.54,Palermo,Palermo,16648.01,51928.57,19270.0,14811.0,14108.0,3740.0,5106.0,175.38,,547.04,,10.170107716412064,3.119205839016195,107.57
Ro-pax ship,2018,EIV (25.55 gCO₂/t·nm),EIV,25.55,Palermo,Palermo,20005.47,62448.78,41641.0,7284.0,7297.0,6227.0,5135.0,199.86,,623.88,,12.161398247322298,3.1215852464351,59.16
Ro-pax ship,2018,EIV (15.42 gCO₂/t·nm),EIV,15.42,Malmö,Malmö,12260.0,38692.2,36129.0,0.0,0.0,2551.0,5713.0,139.52,,440.31,,6.772658848240853,3.155970636215334,118.34
Ro-pax ship,2018,EIV (23.45 gCO₂/t·nm),EIV,23.45,Palermo,,6441.63,20130.17,18492.21,0.0,0.0,1637.96,3951.76,107.5,,335.94,,5.093975848735752,3.1250118370660838,199.18
Ro-pax ship,2018,EIV (23.45 gCO₂/t·nm),EIV,23.45,Palermo,,5848.04,18268.71,16941.45,0.0,0.0,1327.25,3986.54,98.44,,307.52,,4.582597942075083,3.123903051278719,201.49
Ro-pax ship,2018,EIV (22.87 gCO₂/t·nm),EIV,22.87,Palermo,,6349.04,19822.12,18504.87,0.0,0.0,1317.25,4067.36,104.78,,327.14,,4.873460918138546,3.1220656981212906,191.83
Ro-pax ship,2018,EIV (32.29 gCO₂/t·nm),EIV,32.29,Piraeus,,11769.39,37116.18,35297.62,0.0,0.0,1818.59,3472.9,193.7,,610.86,,10.687373664660658,3.1536196863218913,206.55
Ro-pax ship,2018,EIV (30.56 gCO₂/t·nm),EIV,30.56,,,11104.39,34643.88,32385.33,0.0,0.0,2258.57,4419.7,158.84,,495.55,,7.838513926284589,3.1198363890317253,695.73
Ro-pax ship,2018,EIV (8.09 gCO₂/t·nm),EIV,8.09,,,13129.68,41067.3,36908.55,0.0,0.0,4158.71,4555.9,170.01,,531.75,,9.014091617463071,3.1278218509514324,368.02
Ro-pax ship,2018,EIV (11 gCO₂/t·nm),EIV,11.0,,,5113.0,16392.28,15809.0,0.0,0.0,584.0,3917.0,99.05,,317.54,,4.184906816441154,3.2060003911597885,1128.92
Ro-pax ship,2018,EIV (23.81 gCO₂/t·nm),EIV,23.81,Santa Cruz de Tenerife,Motril,4628.87,14496.86,11927.87,0.0,0.0,2569.01,3679.31,85.16,,266.7,,3.940102899728482,3.1318356315904317,586.38
Ro-pax ship,2018,EIV (24.13 gCO₂/t·nm),EIV,24.13,Nassau,,9164.96,28878.79,25509.39,0.0,0.0,3369.37,4888.19,145.24,,457.66,,5.907869784112321,3.151000113475673,103.2
Ro-pax ship,2018,EIV (5.66 gCO₂/t·nm),EIV,5.66,Genova,,18977.98,59185.74,58466.78,0.0,0.0,718.95,4414.1,218.23,,680.58,,13.408336920323507,3.1186533024062624,1088.7
Ro-pax ship,2018,EIV (17.85 gCO₂/t·nm),EIV,17.85,Tallinn,Tallinn,6891.0,21809.72,19505.32,0.0,0.0,2289.17,5119.5,91.71,,290.26,,4.260126965523977,3.1649571905383835,186.79
Ro-pax ship,2018,EIV (53 gCO₂/t·nm),EIV,53.0,Limassol,,12772.57,39777.01,36599.65,0.0,0.0,3177.36,6204.0,138.55,,431.49,,6.41151031592521,3.11425265236362,75.36
Ro-pax ship,2018,EIV (49 gCO₂/t·nm),EIV,49.0,Emden,,11479.01,36171.41,35049.29,0.0,0.0,1122.11,6030.0,129.58,,408.33,,5.998575456053069,3.1510914268739207,76.81
Ro-pax ship,2018,EIV (14.76 gCO₂/t·nm),EIV,14.76,,,9883.34,30869.47,27637.32,0.0,0.0,3232.12,3966.0,160.41,,501.01,,7.783527483610691,3.1233844024388517,384.95
Ro-pax ship,2018,EIV (26.91 gCO₂/t·nm),EIV,26.91,Palermo,Palermo,20267.2,63191.9,15534.0,22792.0,21307.0,3561.0,5647.0,189.12,,589.65,,11.190348857800602,3.117939330543933,64.68
Ro-pax ship,2018,EIV (16.12 gCO₂/t·nm),EIV,16.12,NASSAU,,7877.79,24822.92,21603.39,0.0,0.0,3219.53,5776.32,122.54,,386.11,,4.297358872084649,3.151000470944262,71.57
Ro-pax ship,2018,EIV (36.5 gCO₂/t·nm),EIV,36.5,Valletta,,5529.06,17491.23,15964.0,0.0,0.0,1527.0,4309.0,89.56,,283.32,,4.059231840334184,3.1635088061985215,67.02
Ro-pax ship,2018,EIV (25.54 gCO₂/t·nm),EIV,25.54,ANDROS 620,RAFINA,4651.25,14498.65,14498.65,0.0,0.0,0.0,2753.5,88.46,,275.74,,5.265534773924096,3.117151303413061,21.29
Ro-pax ship,2018,EIV (41.65 gCO₂/t·nm),EIV,41.65,Limassol,,4497.12,14027.16,0.0,6606.11,6395.74,1025.31,3626.54,99.04,,308.92,,3.867918180965879,3.1191429181342727,403.36
Ro-pax ship,2018,EIV (39.15 gCO₂/t·nm),EIV,39.15,Piraeus,,13381.5,42216.17,39408.15,0.0,0.0,2808.46,3656.7,184.75,,582.84,,11.544881997429377,3.1548159772820683,367.32
Ro-pax ship,2018,EIV (11.38 gCO₂/t·nm),EIV,11.38,,,13375.85,41790.76,23061.98,7489.74,7065.51,4173.55,4454.55,174.07,,543.86,,9.381589610622846,3.1243442472814813,441.46
Ro-pax ship,2018,EIV (23.81 gCO₂/t·nm),EIV,23.81,Palermo,Palermo,19537.68,60890.5,22129.0,19982.0,16797.0,1984.0,5070.0,202.78,,631.97,,12.009960552268245,3.1165675760888703,147.6
Ro-pax ship,2018,EIV (12.35 gCO₂/t·nm),EIV,12.35,Napoli,,10649.73,33283.06,29211.96,0.0,0.0,4070.04,3822.02,175.37,,548.06,,8.708238052129502,3.125249184721115,97.4
Ro-pax ship,2018,EIV (11.61 gCO₂/t·nm),EIV,11.61,Napoli,,10627.16,33190.05,29807.0,0.0,0.0,3382.8,3817.5,175.07,,546.78,,8.694184675834972,3.123134496892867,95.39
Ro-pax ship,2018,EIV (25.9 gCO₂/t·nm),EIV,25.9,Palermo,,18406.46,58067.97,22743.43,16382.78,15629.29,3312.47,4546.44,200.12,,631.32,,12.772184390424158,3.1547603395764314,169.62
Ro-pax ship,2018,EIV (16.49 gCO₂/t·nm),EIV,16.49,Mariehamn,Mariehamn,11076.0,34684.69,28686.0,0.0,0.0,5998.0,6026.0,138.16,,432.64,,5.755839694656489,3.1315176959191047,132.85
Ro-pax ship,2018,EIV (6.04 gCO₂/t·nm),EIV,6.04,,,14348.17,44824.46,41263.21,0.0,0.0,3561.26,4075.37,208.79,,652.29,,10.998868814365322,3.1240541476717936,417.13
Ro-pax ship,2018,EIV (19.26 gCO₂/t·nm),EIV,19.26,Chania 31,,16708.05,52072.85,28392.74,9227.69,9274.4,4299.87,4204.35,199.44,,621.58,,12.385469811029052,3.1166324017464637,291.43
Ro-pax ship,2018,EIV (28.99 gCO₂/t·nm),EIV,28.99,Palermo,,22184.74,69996.49,65639.06,0.0,0.0,4357.43,5152.0,207.52,,654.76,,13.586275232919256,3.1551638648909117,54.06
Ro-pax ship,2018,EIV (21.16 gCO₂/t·nm),EIV,21.16,Palermo,,16061.66,50679.35,48026.55,0.0,0.0,2652.8,4244.67,185.29,,584.66,,11.939526512072787,3.1552996390161416,87.06
Ro-pax ship,2018,EIV (27.35 gCO₂/t·nm),EIV,27.35,Le Havre,,14420.0,46217.82,43296.0,0.0,0.0,2922.0,6640.0,127.31,,408.03,,6.960515060240964,3.205119278779473,193.79
Ro-pax ship,2018,EIV (18.5 gCO₂/t·nm),EIV,18.5,Eckerö,,21188.19,66929.28,60754.25,0.0,0.0,6175.02,4882.24,227.91,,719.92,,13.70872386445566,3.15880120010251,451.98
Ro-pax ship,2018,EIV (54 gCO₂/t·nm),EIV,54.0,Trelleborg,,12715.65,39721.25,37218.0,0.0,0.0,2503.25,3731.58,231.87,,724.32,,10.644619705325894,3.123808063292085,94.12
Ro-pax ship,2018,EIV (14.51 gCO₂/t·nm),EIV,14.51,Napoli,,13953.31,43591.24,38719.34,0.0,0.0,4871.9,3588.82,224.34,,700.85,,12.146399094967148,3.1240788028073627,100.35
Ro-pax ship,2018,EIV (12.84 gCO₂/t·nm),EIV,12.84,Cagliari,,16367.06,51122.21,44794.08,0.0,0.0,6328.13,3814.15,235.38,,735.2,,13.403303488326364,3.1234815538037988,137.07
Ro-pax ship,2018,EIV (12.84 gCO₂/t·nm),EIV,12.84,Cagliari,,16800.75,52487.31,46180.58,0.0,0.0,6306.72,4323.6,214.35,,669.66,,12.139723841243407,3.124105173876166,157.46
Ro-pax ship,2018,EIV (28.65 gCO₂/t·nm),EIV,28.65,Caen,,18099.0,56464.06,52598.0,0.0,0.0,3862.0,6108.0,200.19,,624.54,,9.244279633267846,3.1197336869440297,278.1
Ro-pax ship,2018,EIV (32.67 gCO₂/t·nm),EIV,32.67,Piraeus,,12226.81,38536.25,36399.26,0.0,0.0,2136.94,4386.25,138.17,,435.48,,8.785693929894556,3.151782844421399,866.26
Ro-pax ship,2018,EIV (32.67 gCO₂/t·nm),EIV,32.67,Piraeus,,13283.89,41868.45,38249.31,0.0,0.0,3619.18,5303.1,128.54,,405.14,,7.895089664535837,3.1518214920478864,768.15
Ro-pax ship,2018,EIV (5.61 gCO₂/t·nm),EIV,5.61,,,15997.23,49997.64,45069.34,0.0,0.0,4928.29,4198.0,214.55,,670.55,,11.90987136731777,3.1253935837641893,304.05
Ro-pax ship,2018,EIV (20.14 gCO₂/t·nm),EIV,20.14,Palermo,,14757.83,46443.43,14769.06,15547.76,16126.61,1774.52,5363.51,148.8,,468.26,,8.659148579941121,3.1470365223071415,123.06
Ro-pax ship,2018,EIV (12.84 gCO₂/t·nm),EIV,12.84,Cagliari,,16541.29,51655.11,45825.25,0.0,0.0,5829.86,3910.55,231.83,,723.95,,13.209167508406745,3.1227981614493183,131.63
Ro-pax ship,2018,EIV (58.27 gCO₂/t·nm),EIV,58.27,Madeira,,4585.03,14390.94,11031.51,0.0,0.0,3359.41,1492.8,173.1,,543.3,,9.640233118971063,3.138679572434641,103.22
Ro-pax ship,2018,EIV (19.73 gCO₂/t·nm),EIV,19.73,Palermo,,10200.75,32127.9,29827.08,0.0,0.0,2300.82,3151.8,167.03,,526.07,,10.193508471349706,3.1495625321667524,88.5
Ro-pax ship,2018,EIV (9.72 gCO₂/t·nm),EIV,9.72,Cagliari,,15800.02,49333.01,43160.88,0.0,0.0,6172.13,4428.14,202.29,,631.63,,11.140797264765792,3.1223384527361357,103.14
Ro-pax ship,2018,EIV (9.72 gCO₂/t·nm),EIV,9.72,Cagliari,,16257.49,50779.96,44089.07,0.0,0.0,6690.89,4628.2,197.84,,617.94,,10.9718594702044,3.1234809309432143,97.23
Ro-pax ship,2018,EIV (12.88 gCO₂/t·nm),EIV,12.88,Malmö,Malmö,14733.0,46327.84,39719.0,0.0,0.0,6610.0,4616.0,206.95,,650.75,,10.03636048526863,3.144494671825154,129.82
Ro-pax ship,2018,EIV (12.93 gCO₂/t·nm),EIV,12.93,Mariehamn,Mariehamn,15234.0,47639.88,43873.0,0.0,0.0,3769.0,5838.0,182.54,,570.85,,8.160308324768756,3.127207562032296,140.16
Ro-pax ship,2018,EIV (20.14 gCO₂/t·nm),EIV,20.14,Bari,,10653.15,33490.94,31407.81,0.0,0.0,2083.13,3139.95,180.34,,566.94,,10.666074300546189,3.1437593575609095,68.15
Ro-pax ship,2018,EIV (18.29 gCO₂/t·nm),EIV,18.29,Piraeus,,20017.04,62826.43,59646.66,0.0,0.0,3179.8,5700.25,176.22,,553.08,,11.021697293978335,3.1386473724386823,140.06
Ro-pax ship,2018,EIV (28.03 gCO₂/t·nm),EIV,28.03,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,12240.69,38148.26,31662.13,0.0,0.0,6486.12,3498.04,194.27,,605.45,,10.905609998742154,3.1165122227586846,767.76
Ro-pax ship,2018,EIV (25.22 gCO₂/t·nm),EIV,25.22,Morlaix,,11747.0,36649.07,31449.0,0.0,0.0,5201.0,4801.0,165.83,,517.37,,7.633632576546553,3.1198663488550267,514.06
Ro-pax ship,2018,EIV (12 gCO₂/t·nm),EIV,12.0,Tallin,Tallin,12480.0,39324.48,34300.0,0.0,0.0,5050.0,3849.0,179.31,,565.01,,10.216804364770072,3.1510000000000002,393.07
Ro-pax ship,2018,EIV (21.17 gCO₂/t·nm),EIV,21.17,Le Havre,,8688.0,27853.73,23046.0,0.0,0.0,4807.0,4476.0,155.79,,499.48,,6.222906613047364,3.2060002302025783,318.8
Ro-pax ship,2018,EIV (18.29 gCO₂/t·nm),EIV,18.29,Piraeus,,19857.17,62344.69,59278.67,0.0,0.0,3066.02,5826.6,172.74,,542.36,,10.700012013867436,3.139656355865413,135.41
Ro-pax ship,2018,EIV (29.36 gCO₂/t·nm),EIV,29.36,,,15327.0,47824.55,44503.15,0.0,0.0,3355.03,4021.87,212.95,,664.46,,11.891122786166635,3.120281203105631,372.23
Ro-pax ship,2018,EIV (19.11 gCO₂/t·nm),EIV,19.11,BARI,BARI,17880.0,55817.06,52751.9,0.0,0.0,3065.2,5448.5,168.27,,525.3,,10.244481967513995,3.1217595078299776,1063.45
Ro-pax ship,2018,EIV (32.48 gCO₂/t·nm),EIV,32.48,Piraeus,,21467.83,67663.87,57268.23,0.0,0.0,10396.87,5292.9,201.59,,635.38,,12.7838935177313,3.1518728255254485,6.92
Ro-pax ship,2018,EIV (5 gCO₂/t·nm),EIV,5.0,Mariehamn,Mariehamn,15629.0,43334.64,41600.0,0.0,0.0,1850.0,7282.0,135.9,,376.82,,5.95092556989838,2.7727071469703755,201.72
Ro-pax ship,2018,EIV (11.02 gCO₂/t·nm),EIV,11.02,Roenne,Roenne,2336.5,7490.82,5530.99,0.0,0.0,1959.83,1743.7,79.91,,256.2,,4.2959339335894935,3.2060004279905843,54.3
Ro-pax ship,2019,EIV (19.4 gCO₂/t·nm),EIV,19.4,,,3468.0,11118.41,9871.0,0.0,0.0,1335.9,2224.0,108.42,,347.58,,4.999285071942446,3.206000576701269,395.67
Ro-pax ship,2019,EIV (10.78 gCO₂/t·nm),EIV,10.78,Genova,,7104.16,22487.89,19181.2,0.0,0.0,3115.0,4259.26,113.11,,358.03,,5.279764560040945,3.1654537623026506,865.76
Ro-pax ship,2019,EIV (10.75 gCO₂/t·nm),EIV,10.75,Genova,,5946.12,18789.05,17784.09,0.0,0.0,822.43,3867.33,111.11,,351.09,,4.858403601451131,3.1598840924838383,788.69
Ro-pax ship,2019,EIV (11.49 gCO₂/t·nm),EIV,11.49,Genova,,914.0,2898.27,2811.71,0.0,0.0,86.56,548.92,108.65,,344.53,,5.2799497194491005,3.170973741794311,797.36
Ro-pax ship,2019,EIV (7.61 gCO₂/t·nm),EIV,7.61,Napoli,,2476.62,7806.92,6589.73,0.0,0.0,1217.18,2105.31,94.24,,297.06,,3.7082044924500432,3.152247821627864,281.98
Ro-pax ship,2019,EIV (7.31 gCO₂/t·nm),EIV,7.31,Napoli,,1003.05,3165.79,2928.83,0.0,0.0,236.96,742.87,85.8,,270.81,,4.261566626731461,3.156163700712826,9.67
Ro-pax ship,2019,EIV (10.47 gCO₂/t·nm),EIV,10.47,Napoli,,1716.61,5403.41,4627.85,0.0,0.0,775.56,1041.53,107.55,,338.53,,5.187954259598859,3.1477213810941334,78.1
Ro-pax ship,2019,EIV (10.78 gCO₂/t·nm),EIV,10.78,Genova,,2104.73,6662.93,6548.44,0.0,0.0,114.49,1288.68,117.98,,373.48,,5.1703526088710925,3.1656934618692185,974.64
Ro-pax ship,2019,EIV (18.19 gCO₂/t·nm),EIV,18.19,Napoli,,3185.6,10003.36,8773.54,0.0,0.0,1229.82,2569.84,96.96,,304.48,,3.892600317529496,3.140180813661477,267.3
Ro-pax ship,2019,EIV (5.93 gCO₂/t·nm),EIV,5.93,Napoli,,9694.84,30301.44,27750.77,0.0,0.0,3550.67,2339.94,212.11,,662.96,,12.949665376035282,3.1255224428665143,22.75
Ro-pax ship,2019,EIV (5.56 gCO₂/t·nm),EIV,5.56,Napoli,,9010.54,28135.92,25597.64,0.0,0.0,2538.28,2201.8,206.3,,644.2,,12.778599327822688,3.1225564727530197,12.79
Ro-pax ship,2019,EIV (13.3 gCO₂/t·nm),EIV,13.3,Cagliari,,3772.77,11841.0,10428.5,0.0,0.0,1412.5,2684.45,96.76,,303.69,,4.410959414405186,3.138542768310817,162.63
Ro-pax ship,2019,EIV (49.69 gCO₂/t·nm),EIV,49.69,Piraeus,"Poros, Cephalonia",3714.6,11661.38,8776.74,0.0,0.0,2884.6,2356.0,106.75,,335.13,,4.9496519524617995,3.1393366715124102,966.41
Ro-pax ship,2019,EIV (42 gCO₂/t·nm),EIV,42.0,LIMASSOL,,3630.15,11406.35,5901.97,1239.77,1666.12,2598.49,2566.8,139.21,,437.41,,4.443801620695028,3.1421153395865185,352.35
Ro-pax ship,2019,EIV (8.78 gCO₂/t·nm),EIV,8.78,Livorno,,3578.78,11204.77,10172.31,0.0,0.0,1032.46,1952.53,136.72,,428.05,,5.738590444192919,3.130890974019079,12.65
Ro-pax ship,2019,EIV (42.43 gCO₂/t·nm),EIV,42.43,,,4114.67,13191.63,11667.8,0.0,0.0,1523.8,3616.8,92.9,,297.84,,3.647320836098208,3.2059995090736315,543.98
Ro-pax ship,2019,EIV (44.97 gCO₂/t·nm),EIV,44.97,Tanger,Tanger,368.03,1172.1,0.0,536.13,298.29,336.89,309.6,112.51,,358.33,,3.785852713178294,3.1847947178219167,539.02
Ro-pax ship,2019,EIV (47.92 gCO₂/t·nm),EIV,47.92,TANGER,,7113.01,22477.58,0.0,10193.56,9472.41,2811.61,3955.85,155.99,,492.93,,5.68211130351252,3.160065851165681,960.7
Ro-pax ship,2019,EIV (33.03 gCO₂/t·nm),EIV,33.03,CHANIA 24,,13435.52,42127.6,39331.99,0.0,0.0,2795.61,4400.03,167.71,,525.85,,9.574389265527735,3.1355392273615013,231.85
Ro-pax ship,2019,EIV (33.1 gCO₂/t·nm),EIV,33.1,CHANIA 25,,11634.48,36322.16,32711.43,0.0,0.0,3610.71,3110.8,201.69,,629.67,,11.676147614761476,3.121940989197627,171.3
Ro-pax ship,2019,EIV (51.21 gCO₂/t·nm),EIV,51.21,Nassau,,11418.0,36116.94,31028.92,0.0,0.0,5088.02,5391.86,157.68,,498.76,,6.698419469348241,3.1631581713084604,312.96
Ro-pax ship,2019,EIV (41 gCO₂/t·nm),EIV,41.0,Napoli,,5270.37,16628.34,1590.19,5645.15,7483.12,1909.88,3337.85,209.92,,662.32,,4.981751726410714,3.1550612196107672,27.32
Ro-pax ship,2019,EIV (32.1 gCO₂/t·nm),EIV,32.1,Limassol,,10187.93,32043.54,439.4,13923.97,14271.69,1828.69,4572.78,158.96,,499.98,,7.007452796766956,3.145245403138812,4.23
Ro-pax ship,2019,EIV (35.49 gCO₂/t·nm),EIV,35.49,CHANIA 20,,11096.66,34686.2,27620.43,0.0,0.0,7065.76,2397.43,258.34,,807.54,,14.468076231631372,3.1258234459738334,318.55
Ro-pax ship,2019,EIV (5.45 gCO₂/t·nm),EIV,5.45,Napoli,,16334.55,51030.97,47109.07,0.0,0.0,3921.9,4720.89,206.31,,644.55,,10.809607934097173,3.124112387546642,111.05
Ro-pax ship,2019,EIV (39.45 gCO₂/t·nm),EIV,39.45,Nassau,,6194.52,19578.8,14828.46,0.0,0.0,4750.34,3710.24,124.09,,392.2,,5.276963215317608,3.1606645874095163,246.98
Ro-pax ship,2019,EIV (42.06 gCO₂/t·nm),EIV,42.06,Vaasa,,5013.3,16072.64,13520.02,0.0,0.0,2552.62,3575.2,113.46,,363.75,,4.495591855001119,3.206000039893882,665.78
Ro-pax ship,2019,EIV (7.76 gCO₂/t·nm),EIV,7.76,Livorno,,4313.15,13597.17,11908.18,0.0,0.0,1688.98,2744.05,129.63,,408.65,,4.955146589894499,3.152491798337642,40.98
